kind,name,target,source
person,Michiel,#SMPA-EG_censier_p202_c37_16,SMPA-EG_censier_0037
person,Jehan,#SMPA-EG_censier_p202_c37_16,SMPA-EG_censier_0037
person,Richart des Polies,#SMPA-EG_censier_p202_c37_16,SMPA-EG_censier_0037
person,Michiel,#SMPA-EG_censier_p202_c37_16,SMPA-EG_censier_0037
person,Jehan,#SMPA-EG_censier_p202_c37_16,SMPA-EG_censier_0037
person,Thomas,#SMPA-EG_censier_p202_c37_16,SMPA-EG_censier_0037
person,Daniel le Breto,#SMPA-EG_censier_p202_c37_16,SMPA-EG_censier_0037
person,Daniel,#SMPA-EG_censier_p202_c37_16,SMPA-EG_censier_0037
person,Michiel,#SMPA-EG_censier_p202_c37_16,SMPA-EG_censier_0037
person,Estiene le Recouvreeur,#SMPA-EG_censier_p202_c37_16,SMPA-EG_censier_0037
place,Seint Merri,#SMPA-EG_censier_p202_c37_16,SMPA-EG_censier_0037
person,Estiene le Recovreur,#SMPA-EG_censier_p202_c37_16,SMPA-EG_censier_0037
person,Daniel,#SMPA-EG_censier_p202_c37_16,SMPA-EG_censier_0037
person,Hervi le Breto,#SMPA-EG_censier_p202_c37_16,SMPA-EG_censier_0037
person,Gile Arrode,#SMPA-EG_censier_p202_c37_16,SMPA-EG_censier_0037
person,Hervi,#SMPA-EG_censier_p202_c37_16,SMPA-EG_censier_0037
person,Ysabieu le Renarde,#SMPA-EG_censier_p202_c37_16,SMPA-EG_censier_0037
person,Martin,#SMPA-EG_censier_p202_c37_16,SMPA-EG_censier_0037
person,Renaut,#SMPA-EG_censier_p203_c37_25,SMPA-EG_censier_0037
person,Ysabieu le Renarde,#SMPA-EG_censier_p203_c37_25,SMPA-EG_censier_0037
person,Martin,#SMPA-EG_censier_p203_c37_25,SMPA-EG_censier_0037
person,Hervi,#SMPA-EG_censier_p203_c37_25,SMPA-EG_censier_0037
place,S. Martin,#SMPA-EG_censier_p203_c37_25,SMPA-EG_censier_0037
person,Guilleume Espaulart,#SMPA-EG_censier_p203_c37_25,SMPA-EG_censier_0037
person,Guy,#SMPA-EG_censier_p203_c37_25,SMPA-EG_censier_0037
person,Margarite la Bolengiere,#SMPA-EG_censier_p203_c37_25,SMPA-EG_censier_0037
person,Margarite,#SMPA-EG_censier_p203_c37_25,SMPA-EG_censier_0037
person,Jehan Bolengier,#SMPA-EG_censier_p203_c37_25,SMPA-EG_censier_0037
person,Guilleume Espaulart,#SMPA-EG_censier_p203_c37_25,SMPA-EG_censier_0037
person,Margarite,#SMPA-EG_censier_p203_c37_25,SMPA-EG_censier_0037
person,Guilleume,#SMPA-EG_censier_p203_c37_25,SMPA-EG_censier_0037
person,Jaqueline le Barentine,#SMPA-EG_censier_p203_c37_25,SMPA-EG_censier_0037
person,Jehan Bolengier,#SMPA-EG_censier_p203_c37_25,SMPA-EG_censier_0037
person,Heude,#SMPA-EG_censier_p203_c37_25,SMPA-EG_censier_0037
person,Estiene de Monchauvet,#SMPA-EG_censier_p203_c37_25,SMPA-EG_censier_0037
person,Ysabieu le Beguine,#SMPA-EG_censier_p203_c37_25,SMPA-EG_censier_0037
person,Heude,#SMPA-EG_censier_p203_c37_25,SMPA-EG_censier_0037
person,Jaqueline le Barentine,#SMPA-EG_censier_p203_c37_25,SMPA-EG_censier_0037
place,Seint Jehan,#SMPA-EG_censier_p203_c38,SMPA-EG_censier_0038
person,Jehan Lulier,#SMPA-EG_censier_p203_c38,SMPA-EG_censier_0038
person,Robert,#SMPA-EG_censier_p203_c38,SMPA-EG_censier_0038
person,Jehan de Grive,#SMPA-EG_censier_p204_c38_2,SMPA-EG_censier_0038
person,Jehan Daupex,#SMPA-EG_censier_p204_c38_2,SMPA-EG_censier_0038
place,Seint Martin,#SMPA-EG_censier_p204_c38_2,SMPA-EG_censier_0038
person,Estiene le Charetier,#SMPA-EG_censier_p204_c38_2,SMPA-EG_censier_0038
person,Heude,#SMPA-EG_censier_p204_c38_2,SMPA-EG_censier_0038
person,Jehane,#SMPA-EG_censier_p204_c38_2,SMPA-EG_censier_0038
person,Alain le Bossu,#SMPA-EG_censier_p204_c38_2,SMPA-EG_censier_0038
person,Ancel,#SMPA-EG_censier_p204_c38_2,SMPA-EG_censier_0038
person,Guilleume Bonefille,#SMPA-EG_censier_p204_c38_2,SMPA-EG_censier_0038
person,Guy,#SMPA-EG_censier_p204_c38_2,SMPA-EG_censier_0038
place,Guilleume Espaulart,#SMPA-EG_censier_p204_c38_2,SMPA-EG_censier_0038
person,Jehan Lulier,#SMPA-EG_censier_p204_c38_2,SMPA-EG_censier_0038
person,Jehan,#SMPA-EG_censier_p204_c38_2,SMPA-EG_censier_0038
person,Pierre le Barbier,#SMPA-EG_censier_p204_c38_2,SMPA-EG_censier_0038
person,Pierre le Barbier,#SMPA-EG_censier_p204_c39,SMPA-EG_censier_0039
person,Guilleume des Gronhetz,#SMPA-EG_censier_p204_c39,SMPA-EG_censier_0039
person,Jehan Lulier,#SMPA-EG_censier_p204_c39,SMPA-EG_censier_0039
place,Seint Martin,#SMPA-EG_censier_p204_c39,SMPA-EG_censier_0039
person,Jehan Lulier,#SMPA-EG_censier_p204_c39,SMPA-EG_censier_0039
place,Seint Martin,#SMPA-EG_censier_p204_c39,SMPA-EG_censier_0039
place,Gieffre,#SMPA-EG_censier_p204_c40,SMPA-EG_censier_0040
place,Biaubourc,#SMPA-EG_censier_p204_c40,SMPA-EG_censier_0040
person,Yve des Pavellons,#SMPA-EG_censier_p204_c40,SMPA-EG_censier_0040
person,Gieffre le Chaucier,#SMPA-EG_censier_p204_c40,SMPA-EG_censier_0040
person,Guillaume de Boichi,#SMPA-EG_censier_p205_c40_2,SMPA-EG_censier_0040
person,Henri,#SMPA-EG_censier_p205_c40_2,SMPA-EG_censier_0040
person,Guilleume de Gremorte,#SMPA-EG_censier_p205_c40_2,SMPA-EG_censier_0040
person,Thomas le Fundeeur,#SMPA-EG_censier_p205_c40_2,SMPA-EG_censier_0040
person,Thomas,#SMPA-EG_censier_p205_c40_2,SMPA-EG_censier_0040
person,Guiart le Charpentier,#SMPA-EG_censier_p205_c40_2,SMPA-EG_censier_0040
person,Richart,#SMPA-EG_censier_p205_c40_2,SMPA-EG_censier_0040
person,Heude de Bonneull,#SMPA-EG_censier_p205_c40_2,SMPA-EG_censier_0040
person,Ysabieu de Glathini,#SMPA-EG_censier_p205_c40_2,SMPA-EG_censier_0040
person,Bertaut,#SMPA-EG_censier_p205_c40_2,SMPA-EG_censier_0040
person,Jehan du Choquet,#SMPA-EG_censier_p205_c40_2,SMPA-EG_censier_0040
person,Guilleume Berout,#SMPA-EG_censier_p205_c40_2,SMPA-EG_censier_0040
person,Henri le Charpentier,#SMPA-EG_censier_p205_c40_2,SMPA-EG_censier_0040
person,Nicholaus le Monoier,#SMPA-EG_censier_p205_c40_2,SMPA-EG_censier_0040
person,Jehan,#SMPA-EG_censier_p205_c40_2,SMPA-EG_censier_0040
person,Jehan de Bogival,#SMPA-EG_censier_p205_c40_2,SMPA-EG_censier_0040
person,Maci de Pierrefrite,#SMPA-EG_censier_p205_c40_2,SMPA-EG_censier_0040
person,Gile,#SMPA-EG_censier_p205_c40_2,SMPA-EG_censier_0040
person,Robert Beroust,#SMPA-EG_censier_p205_c40_2,SMPA-EG_censier_0040
person,Guilleume Niober,#SMPA-EG_censier_p205_c40_2,SMPA-EG_censier_0040
person,Adam Laguerre,#SMPA-EG_censier_p205_c40_2,SMPA-EG_censier_0040
person,Renaut de Verdu,#SMPA-EG_censier_p205_c40_2,SMPA-EG_censier_0040
person,Richart des Polies,#SMPA-EG_censier_p205_c40_2,SMPA-EG_censier_0040
person,Jaque,#SMPA-EG_censier_p205_c40_2,SMPA-EG_censier_0040
person,Jehan,#SMPA-EG_censier_p205_c40_2,SMPA-EG_censier_0040
